0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.001334222815210305e-03,2.445781586367920298e-09,2.002393513218166210e-06,1.966749062940992259e-11
4.002668445630420610e-03,1.275406578950171555e-08,8.009198327716865031e-06,3.146428531701119395e-10
6.004002668445630915e-03,3.863617351536128335e-08,1.801940963224661534e-05,1.592650108768847899e-09
8.005336891260841220e-03,8.899236060940668424e-08,3.203163737859564112e-05,5.032660061675560343e-09
1.000667111407605239e-02,1.687991900244195390e-07,5.004458867559997623e-05,1.228439476939227864e-08
1.200800533689126183e-02,2.875635724723260086e-07,7.205643931431803993e-05,2.546744146517679384e-08
1.400933955970647127e-02,4.543074024860720227e-07,9.806555954892140188e-05,4.717077196863180846e-08
1.601067378252168244e-02,6.780525745986039344e-07,1.280703196335816047e-04,8.045207245552470503e-08
1.801200800533689361e-02,9.674574296335358576e-07,1.620688627494087735e-04,1.288367491105290053e-07
2.001334222815210478e-02,1.329145641433858300e-06,2.000580612389865664e-04,1.963148158840927946e-07
2.201467645096731249e-02,1.770840650765222822e-06,2.420354743514973542e-04,2.873422096386340400e-07
2.401601067378252366e-02,2.300531180916478491e-06,2.879988270297013171e-04,4.068396492881753848e-07
2.601734489659773483e-02,2.926205955176472684e-06,3.379458442163582555e-04,5.601915412199205312e-07
2.801867911941294254e-02,3.655837346099237063e-06,3.918737092322045886e-04,7.532430176182218454e-07
3.002001334222815371e-02,4.497355713788666546e-06,4.497782137254614440e-04,9.922937623723855829e-07
3.202134756504336488e-02,5.458722535001808459e-06,5.116561800909695708e-04,1.284104859608299108e-06
3.402268178785857605e-02,6.547901751210463674e-06,5.775045123678385376e-04,1.635895111800304288e-06
3.602401601067378722e-02,7.772857303886433067e-06,6.473201145951783470e-04,2.055339573856263402e-06
3.802535023348899840e-02,9.141445423104215939e-06,7.210973111534481382e-04,2.550550106432287334e-06
4.002668445630420957e-02,1.066174422118006071e-05,7.988357404424093356e-04,3.130126209596623747e-06
4.202801867911941380e-02,1.234153187567140916e-05,8.805278575059805914e-04,3.803066165649869550e-06
4.402935290193462498e-02,1.418875522088597124e-05,9.661701566713477981e-04,4.578843109448005566e-06
4.603068712474983615e-02,1.621135365686140957e-05,1.055758956081115059e-03,5.467376200919868052e-06
4.803202134756504732e-02,1.841719742813315784e-05,1.149289331174502271e-03,6.479016450478433316e-06
5.003335557038025849e-02,2.081414042513683808e-05,1.246756027074969993e-03,7.624550525876331622e-06
5.203468979319546966e-02,2.341006338531745288e-05,1.348154205088527386e-03,8.915207091218214526e-06
5.403602401601068084e-02,2.621283639252140624e-05,1.453478794707861385e-03,1.036264770784143750e-05
5.603735823882588507e-02,2.923031887699648659e-05,1.562724493612335395e-03,1.197896373741687071e-05
5.803869246164109624e-02,3.247035961539192103e-05,1.675885767667992764e-03,1.377667312365276401e-05
6.004002668445630742e-02,3.594079673075829064e-05,1.792956850927552659e-03,1.576871703735096490e-05
6.204136090727151859e-02,3.964945769254761174e-05,1.913931745630412674e-03,1.796845639025816080e-05
6.404269513008672976e-02,4.360415931661326482e-05,2.038804222202648172e-03,2.038966822860054990e-05
6.604402935290193399e-02,4.781268607358058544e-05,2.167568277885265505e-03,2.304655173771672823e-05
6.804536357571715210e-02,5.228279621384387856e-05,2.300218007232789595e-03,2.595372443290532989e-05
7.004669779853235634e-02,5.702225760654338699e-05,2.436746844366245810e-03,2.912620243282606152e-05
7.204803202134757445e-02,6.203882594994932203e-05,2.577148023673162414e-03,3.257940532234013177e-05
7.404936624416277868e-02,6.734024469024960493e-05,2.721414581524636729e-03,3.632915231135606357e-05
7.605070046697799679e-02,7.293424502155017178e-05,2.869539356275341204e-03,4.039165824283969067e-05
7.805203468979320103e-02,7.882854588587461441e-05,3.021514988263518647e-03,4.478352950443813393e-05
8.005336891260841914e-02,8.503085397316459371e-05,3.177333919810986992e-03,4.952175982410991680e-05
8.205470313542362337e-02,9.154886372127939240e-05,3.336988395223132800e-03,5.462372596500574988e-05
8.405603735823882761e-02,9.839023880376565991e-05,3.500470770928982862e-03,6.010719395529627395e-05
8.605737158105404572e-02,1.055626013580048184e-04,3.667773695944754556e-03,6.599032361406669304e-05
8.805870580386924995e-02,1.130735883137735042e-04,3.838889168187292061e-03,7.229163261925800694e-05
9.006004002668446806e-02,1.209308234534732648e-04,4.013809002556088280e-03,7.903000662770124350e-05
9.206137424949967230e-02,1.291419164150868710e-04,4.192524847636990536e-03,8.622469538300471157e-05
9.406270847231489041e-02,1.377144626921787229e-04,4.375028185702214446e-03,9.389530820541417409e-05
9.606404269513009464e-02,1.466560436338944305e-04,4.561310332710331351e-03,1.020618093830652604e-04
9.806537691794529887e-02,1.559742264449612466e-04,4.751362438306276116e-03,1.107445134842284534e-04
